Like Count,Post Date,Comment Count,Hashtags,content
4753,2024-03-07 13:00:00,25,"['l630淡斑精華', 'l630亮眼霜', 'l630封白霜', '妮維雅', 'l630淡斑精華', 'luminous630', '綻放無瑕淨白光', 'l630', '敏感肌適用']","搬到瑞典後感覺像在過退休生活
懶洋洋地不想工作
所以本來不想接這個保養品試用的
（懶到極致🤷🏻‍♀️）
但是公關一直說這瓶多好用多好用、在歐洲賣超好、一定要用用看
所以我就開啟了試用之路

比較特別的是LUMINOUS630淡斑煥白系列
主要的美白淡斑成分不是我們常見的那些菸鹼醯胺、傳明酸、熊果素那些
而是妮維雅自己研究出來的成分
「LUMINOUS630」
是他們研究了10年
從50000種中找到表現最好的
編號630美白成分

這個獨家專利美白成分有被衛福部認證❗️
所以大家可以相信它的效果

#L630淡斑精華
就是歐洲上市銷售第一的美白淡斑精華
成分除了LUMINOUS630之外
還加了維他命C、維他命E、玻尿酸
改善斑點暗沉的同時，還能補水保濕

用起來的感覺是
雖然是淡斑精華
但我覺得有到乳液的滋潤度
保濕度很強
味道香香的
實驗證實敏感肌可用

皮膚感覺是整體的透亮感有提升
最明顯的是素顏拍照的時候
蘋果肌的地方笑起來會亮到反光
真的有點扯
而且皮膚細緻度也有提升

經研究發現
這瓶最強的是對抗黃褐斑
或是如果有痘疤瑕疵也可以用這罐解決

同系列還有 #L630亮眼霜
除了專利美白成分LUMINOUS630外
還添加了咖啡因子、維他命C
兩大成分對抗黑眼圈
再加玻尿酸讓眼周明亮同時保濕

#L630封白霜
質地是凝凍狀
乳木果油和小分子玻尿酸
用起來不會厚重黏膩
蠻適合混合肌到乾性肌膚使用的

趁現在打折
這瓶妮維雅全新推出的
L630淡斑精華剛好可以千元拿下哦

也可以搭配L630淡斑煥白3步驟
做更完整的淡斑美白保養！
L630亮眼霜👉🏻L630淡斑精華👉🏻L630封白霜

#妮維雅 #L630淡斑精華 #LUMINOUS630
#綻放無瑕淨白光 #L630 #敏感肌適用 
@nivea_tw"
2952,2024-03-05 14:06:51,38,"['植村秀', '無色限水光嫩唇露']","大家有看韓劇「請和我的老公結婚」嗎？
我擦上這個唇露的時候馬上想到女主角朴敏英在劇中的口紅！
真的超像🤩
水嫩嘟嘟唇但是不會太閃變成豬油嘴
含有74%的唇部養護精華
（山茶花精油＋超級保濕金三角）
完全沒有黏膩感
這就是植村秀新品無色限水光嫩唇露的優點

上在手上沒有覺得特別亮
但上在唇上那個水光感就出來了

塗起來最美的方法
先塗在唇中再往外暈開
用同樣的方法塗第二層
這樣擦會有最剛好的水光漸層感
而且可以感受到唇更保濕而且有嫩感

還有它的顏色也超令人驚艷！
和在管身的顏色看起來不一樣
主打色KG BG958
煙燻玫瑰色擦起來超嫩超減齡
讓我從阿姨直接變成少女🤣

KG BG945我也好愛
拜託你們要去櫃上試在唇上
琥珀茶棕色真的超美！
擦上去氣質提升一百分
想要當知性時髦小姐姐的人可以選這色

KG BG936是陽光少女的奶杏橘色調
擦起來就是元氣少女

 KG RD158是無花果棕
擦起來是滿滿鬆弛感的小性感顏色

這個唇露還有個特點就是蠻持色的
上唇10秒就成膜
吃東西會掉一點顏色
但嘴上還是有顏色

顏色美、持色、水光感
是我喜歡他的主要原因
現在已經是我的包包常客！
每個包包都放一支😆

即日起至3/12：
官網買一唇彩新品即送潔顏油15ml
官網/專櫃買2唇彩(需至少含1唇彩新品) 送潔顏油15ml+隨身粉嫩鏡

@shuuemuratw
#植村秀 #無色限水光嫩唇露"
27468,2024-03-04 12:03:26,139,[],"來查看烏干達偏鄉學校的教室整修成果，我卻意外地在學生面前哭了🙈

老師說有個女生成績很好，但是沒有錢付中學學費（現在這間小學沒有跟她收學費），她再兩年就要升中學，所以問我們可不可以幫她。

我跟她說，如果她考上中學的話，我可以贊助她學費，結果這個女生就哭了，我看到她哭，也跟著哭，結果反而變成她在安慰我😂

贊助單一學生這種事情其實很有難度的，因為要定期追蹤（好險有 @helenaviep 願意幫我追蹤），而且這種事很多詐騙，很多學校老師和學生會聯合演出可憐的戲碼來賺取金錢。

再加上如果是女學生的話，常常在發育後就被男人騙走、或是懷孕，所以我離開學校前，跟這個女學生千交代萬交代，不要結婚、不要懷孕！
（他們國小的年紀而已，但這種事很常發生）

總之，我發自內心感謝促成這個計畫所有人的努力🙏
去年 @jonas.tjd 和 @lovebinti.tw 發起的募款活動，在短短的幾個月後就看到了成果，也深深感謝捐款的各位🫶🏻"
9871,2024-03-01 09:56:41,44,[],"第一次抱小羊
好緊張😝

這次住在烏干達的農場
就在大家上次捐錢整修的學校旁邊
拜訪完學校後
校長送了我們一隻公雞
Jonas把雞取名叫做查理

我拜託大家不要殺他
讓他在農場裡生活
但是農場已經有一隻公雞了
所以他們第一次見面就進行了一場大對決
當地的住民看到連忙把雞抓起來
（動作超純熟，輕輕鬆鬆）
他說公雞們會戰鬥至死！

所以我變得特別關心查理🐓的安危
三不五時就去看看他還活著嗎

至今他仍安好
每天早上六點叫我們起床
我一反往常地沒有賴床
一早就開心地開窗尋找查理🐓的蹤跡

現在的🐓查理還是會被原來的公雞住民追著跑
但至少生命無虞
就是怕我們走了以後
會被殺來吃🤷🏻‍♀️

你們覺得🐓查理會被吃掉嗎？🥺"
3420,2024-02-29 13:08:50,17,"['亞曼尼以水造光', '粉紅水精華', '黑曜岩頂級保養', '敷的水精華']","拍這組照片的時候零下6度
手超凍、鼻子都變紅了
這種天氣最怕保濕不夠皮膚看起來乾燥無光
幸好有保養界中的補水造光神器
皮膚看起來很好好開心🥳

一般來說我是個對化妝水、精華水沒有忠誠度的人
不就是水嗎？🤷🏻‍♀️
可有可無，永遠都在換
（我是化妝水界渣女😆）

但是這幾個禮拜認真用了GA的粉水
發現了新大陸！
這瓶粉水好適合瑞典的天氣！

亞曼尼粉紅水精華全新概念「以水造光」
簡單一瓶就可以同時做到前導精華以及面膜的修護效果

我是混合偏乾肌
就只是簡單地每天早上滴幾滴在化妝棉上擦拭全臉
真的有夠保濕
後續底妝很貼而且不會搓泥卡粉
終於懂它為什麼是GA賣最好的保養品
因為它就像保濕精華一樣
超大瓶！
算是GA家CP值最高的保養品了

使用後最大的感受就是臉又亮又保濕
用了以後臉不再乾燥緊繃
也不會長痘痘
而且皮膚變得很穩定
每天早晚幾滴就超有感
很像凝露的精華液質地超級抓膚

也很推薦可以用刷塗的方式厚塗上臉
市面上第一瓶主打用敷的水精華
像敷面膜一樣厚敷5分鐘敷完後臉超嫩
我應該這個冬天就能把它用光
非常喜歡！

以台灣的天氣來說
乾肌應該會很愛這瓶
混合偏乾肌的話在冷/暖氣房的乾燥環境也很適合

我晚上就擦GA的黑曜岩新生奇蹟乳霜
從20幾歲就開始用這瓶
到現在30幾了
我覺得最適合這瓶的人群就是有皮膚困擾的人！
這瓶就是爛臉時的救星
過敏、乾燥、泛紅、痘痘爛臉的
擦他以後皮膚肉眼可見地越來越好
修護力超強大
因為它添加了只有GA才有的重生密蘿蘭
來自極地惡劣氣候的珍稀修護成分
就算失去95%的水分還是能堅韌生存
只要一滴水就可以重新啟動再生能力

而且擁有95%高純度天然成分
擦他的時候很享受
味道也很好聞
雪融霜質地也是獨一無二的
擦的時候感受非常好
奢華、高級、效果好、膚觸和香味都完美✨

剛好現在有新客限定活動
大家可以去櫃上試用看看

#亞曼尼以水造光 #粉紅水精華 #黑曜岩頂級保養 #敷的水精華"
12937,2024-02-28 13:13:12,39,[],"來到烏干達的鄉下
看起來跟我埔里老家的田很像🤣
從瑞典大老遠飛來非洲
就是要參觀之前募款整修的學校
但今天先參觀農場
我們會住在這裡3個晚上
目前一切都好🫶🏻"
5156,2024-02-22 13:09:13,23,"['巴黎萊雅', '撫紋雙霸', '倍速年輕', '紫熨斗pro', '冰熨斗', '秒淡黑眼圈', '速消泡泡眼', '撫平眼周細紋']","之前看到有人說
因為怕長皺紋
所以不喜歡笑
這不是有點本末倒置了嗎？
人生就是要經歷所有可以大笑的時刻啊！
像我笑的時候會有一堆笑紋但我也不在意
過得開心最重要🤍
 
怕長紋路的話多擦點眼霜不就好了嗎？
選眼霜的關鍵就是要成分好
最好選有添加胜肽的
因為胜肽可以有效撫紋
而且還要夠滋潤不長乾紋
又要夠清爽不長肉芽
因為我對眼霜要求真的很多
所以我用的眼霜大多都是專櫃的
 
但我今天難得推薦開架的眼霜
因為這個眼霜用了以前只有專櫃才有的成分
就是巴黎萊雅的冰熨斗！
裡面用了很有名的普拉斯鏈pro❗️
升級成2倍用量！
大家都知道，有添加普拉斯鏈的產品都是萬元的貴婦乳霜
但現在竟然可以用開架的價錢就買到😍

普拉斯鏈厲害的地方就是修護力很強大
可以改善老化的肌膚問題
鬆弛和皺紋都能得到改善
胜肽+普拉斯鏈兩大成分強強聯手
光是看到這點就覺得必須要試試
 
結果的確沒有讓我失望
因為在瑞典很乾，超級容易有乾紋
但我在這裡的兩個月眼周一條皺紋都沒有出現
真的太感動了🥹
 
冰熨斗還搭配了冰熨斗頭，拿來做按摩
只要1滑2點3轉圈，舒緩眼周
冰冰的可以消腫
也可以針對眼周穴位拿來按壓
非常舒服
 
如果是純粹想要抗皺的人
可以選紫熨斗Pro
成分一樣厲害
差別在於沒有超導冰熨頭
但可以擦在臉上任何有細紋的地方
也可以擦在脖紋上
我習慣晚上擦喔！
 
現在買冰熨斗30ml 送2支7.5ml紫熨斗PRO
買30ml享45ml，只要1199
大家可以試試🤍

#巴黎萊雅 #撫紋雙霸 #倍速年輕 #紫熨斗PRO #冰熨斗 #秒淡黑眼圈 #速消泡泡眼 #撫平眼周細紋"
10623,2024-02-21 13:18:54,105,[],"化妝後年輕十歲🙃
今天難得化妝自拍一下

跟狗狗散步那張是偷畫了口紅的素顏

還有鏡子裡小黑的呆樣🤣"
5598,2024-02-15 13:32:42,23,[],跟狗狗一起玩雪🐶
16231,2024-02-11 11:31:57,65,[],"大家新年快樂呀🧧
昨天煮了一桌子菜
結果還沒拍照就被吃了🤣🤣🤣
一張照都沒拍到🤷🏻‍♀️

這個新年買了車
開始幫小黑織一件衣服
好期待織好以後的樣子😍"
3531,2024-02-07 12:21:25,22,"['hr赫蓮娜', '黑白繃帶', '24h普拉斯鏈抗老', '日夜接力煥顏新生']","瑞典漫長冬天的唯一優點就是可以一直去滑雪
以前都要飛日本去滑（噴很多錢）
現在開車就能到了🥹
今年的目標是達到瑞典小學生的程度💪🏻

每次滑雪完皮膚都會變得很可怕
因為超冷風又大
很容易泛紅又乾燥
這時候就必須實行「早P晚R」保養法
用HR赫蓮娜的白繃帶早上防護+黑繃帶晚上修護

這兩瓶我都各空瓶一瓶了
各有各的好！
黑繃帶我真的太喜歡
有厲害的抗老修護成分普拉斯鏈30%
修護效果超強大
我很喜歡它 因為質地霧感綿密，上臉不厚重不會太滋潤讓我長痘痘
反而皮膚瑕疵越來越少
也有抗老緊緻的效果

白繃帶我覺得特別適合敏感肌
除了也有普拉斯鏈外
還有舒緩成分「塔斯米諾」
可以修護各種日夜溫差、風吹日曬造成的敏感乾燥泛紅
同時達到舒緩+防護的效果
我用了以後皮膚越來越健康穩定
乾燥脫皮泛紅或過敏很久都沒出現了！
大家可以去領試用包體驗一下哦

@helenarubinstein_tw 
#HR赫蓮娜 #黑白繃帶 #24H普拉斯鏈抗老 #日夜接力煥顏新生"
14625,2024-02-06 12:44:02,97,[],"唇膏挽救計畫
還好有救回來
不然錢就白花了😂"
3025,2024-02-05 13:38:16,7,[],日常
9546,2024-02-03 15:25:02,32,[],"週末去湖上滑冰
玩的是一種叫Spark的車
有點像滑板車
但是是在冰上踢的
請見最後一個影片"
24349,2024-01-31 13:51:13,255,[],"翻到我媽的舊照片
你們覺得我們長得像嗎？

最羨慕我媽的就是她的身高
我身高才157
但我媽有163
我怪自己國中發育期都在熬夜唸書
（唸書唸到晚上一點才去睡覺）

如果早點睡我應該就能長到16幾了吧🤷🏻‍♀️"
6582,2024-01-29 12:47:06,48,[],"戰利品💙💙💙
上身真的很好看
但是會一直沾毛
好像也無解
羊絨的圍巾也很黏這件大衣

@acnestudios"
9223,2024-01-28 12:13:37,47,[],"冬天的湖結冰
本來要坐船才能到小島上
現在可以直接走過去
我還滑倒🤷🏻‍♀️
真實的心情依然在最後一張照片🫥

Photo by @simonsmaars"
2036,2024-01-25 13:57:23,13,"['修麗可', 'skinceuticals', 'no1頂級科學護膚品牌', '20skin', '以科學保養未來']","不知道大家有沒有發現一件事？
很多3、40歲的女明星，看起來都比他們20幾歲的時候好看。

除了他們本身就很自律以外，跟現代進步的醫美科技也有很大的關係。

在這個年代，只要認真運動、吃得健康，再加上醫美結合保養，人人都可以是美女。

我覺得這超級振奮人心，因為努力的成果都會反映在我們的外表上，讓我這種普通人也能變成「欸你好像蠻好看的」的那種人。

所以我趁移民前趕快進廠維修一下，去台中的四季診所打了PICOSURE PRO鉑金蜂巢皮秒。打完皮秒的前兩天用色修精華減緩泛紅，然後就可以開始擦CE抗氧化精華（建議跟醫生討論），把握術後七天修復期，又去做了一個修麗可的「雷射光電抗氧修護SPA」，主打1+1大於二！

藉由雷射光電抗氧修護SPA把修麗可CE抗氧化精華從微通道送到肌膚深處，比日常保養時的吸收效率提高17倍，除了可以防止反黑以外，還能加速膠原蛋白增生，縮短恢復期，讓皮膚又變得更亮。

打完這次蜂巢皮秒，我要撐到一年後才能回台灣再打，希望可以撐這麼久哈哈哈

在瑞典平時每天就靠擦修麗可的CE抗氧化精華。每天都會擦5滴CE精華在臉跟脖子上，我真的愛了，吸收超快，而且完全不會和妝前、防曬、底妝打架起屑。

最愛的就是擦了以後臉變緊緻變亮，搭配蜂巢皮秒毛孔變小的效果，真的非常滿意啊！

想趁過年前進廠保養一下的人也可以試試看，醫美後結合修麗可雷射光電抗氧修護SPA，避免反黑、縮短恢復期，再搭配日常保養使用CE抗氧化精華，讓醫美的效果更好更持久✨

#修麗可 #SkinCeuticals #NO1頂級科學護膚品牌
#20SKIN #以科學保養未來"
2776,2024-01-24 13:00:00,12,"['newbalance', '穿上nb步步翻新', 'nb550']","平常最常做的打扮就是牛仔褲+白上衣
所以一看到這雙New Balance 550就眼睛一亮🤩
藍白配色超適合喜歡穿牛仔褲的我啊！
而且這雙鞋誕生於1989
竟然跟我同年🤣
沒有不收的道理😌
 
550有80年代的復古籃球鞋輪廓
透過復刻出現了這雙既復古又潮流的550
 
因為我每次穿搭都走安全牌
所以我覺得這雙很好搭配
也很好穿
平常逛街走路完全沒問題
不會太重也不會拖後腳跟
 
農曆新年要到了
新的一年就讓NB550帶你走出一條燦爛耀眼的道路吧✨
 
#newbalance #穿上NB步步翻新 #NB550"
9375,2024-01-23 12:48:08,91,[],"我近期愛畫的日常顯嫩妝容
年齡直接-10歲😆

今天的影片是用哀鳳前鏡頭拍的
你們喜歡這種還是我以前那種（用單眼拍的）？"
12968,2024-01-21 13:52:58,68,[],"今天用新買的雪板滑雪⛷️
喜歡滑雪時達到的心流狀態
我發現滑的時候常常會跟自己對話
：「應該要這樣滑、啊滑得好爛、怎麼滑得這麼醜、學這麼久還不會」

但我看了一本書「比賽，從心開始」
書中說，你不會去譴責一朵玫瑰花長得太慢，那也沒必要這樣對自己。

希望能有耐心地愛自己，接受自己每個狀態，沒必要讓自己急著開花。"
8322,2024-01-20 13:34:22,75,[],"人生中最冷的一天
每一張照片都在強顏歡笑
-25度的天氣出門拍照真的是最愚蠢的決定🤪
拍到一半覺得我的腳趾要脫落了

J：「腳趾會痛嗎？」
我：「超痛！」
J：「還能感覺到痛表示你沒事，繼續。」
我：「😨😨😨」

最後一張照片才是我真實的心情

Photo by 犧牲自己手指的 @jonas.tjd"
6288,2024-01-19 13:47:54,51,"['雅漾', 'avene', '超前抗老', '抗老', '雅漾b3亮彈', '雅漾b3彈力透亮精萃', '雅漾b3彈力透亮精華霜']","以前還在熱戀的時候
每天晚上我都會幫J擦乳霜
但現在已經在一起快10年了
我都叫他自己擦😆
有時候他手拿著乳霜站在床邊要我幫他擦的時候
我才會勉強答應🤣🤣🤣
 
所以這麼多年來J已經練就了辨別乳霜好壞的能力
有時候他一擦就能知道這瓶大概多少錢哈哈哈真的太強了
 
他最近讚不絕口的就是這瓶雅漾B3彈力透亮精華霜
因為他一直在偷偷擦
用一陣子後我發現他皮膚變好了
除了沒那麼乾以外(在瑞典使用也很夠!)
看起來比較有健康光澤感
 
我問他：
「你覺得這瓶霜如何？」
J：「擦的時候就像被天使親吻臉龐一樣。」
我：「我要具體一點的，不是這種🤷🏻‍♀️」
J：「我覺得它質地很剛好，不會太水擦起來無感，也不會太厚重太黏，滋潤度對我來說剛剛好。而且擦起來香香的，很適合我。」
 
我聽到J的心得真的笑死
原來香味是重點哈哈哈
 對我來說這瓶就是效果超明顯、價格又很合理不輸萬元乳霜
擦起來皮膚變透亮、緊緻、毛孔也看起來比較小
因為裡面含有6%高濃度菸鹼醯胺(維他命B3)
菸鹼醯胺最主要的效果就是
👉🏻淡化暗沉、恢復彈力透亮
👉🏻對抗老化、淡化紋路
👉🏻調理毛孔問題、更細緻
 
還有添加大+小分子玻尿酸保濕Q彈
雅漾活泉水舒緩
 
簡簡單單的成分
效果就如此好
 
還可以搭配雅漾B3彈力透亮精萃
也是6%高濃度菸鹼醯胺(維他命B3)
透明無香的精華
質地清爽好吸收，肌膚看起來更細緻
如果怕乳霜太滋潤的人
也可以用這瓶精華就好
 
油肌可以用精華
混合偏乾、乾肌可以用乳霜
當然也可以搭配兩種一起使用
是我2023發現CP值最高的抗老乳霜👍🏻
 
#雅漾 #Avene #超前抗老 #抗老 #雅漾B3亮彈 #雅漾B3彈力透亮精萃 #雅漾B3彈力透亮精華霜

*此為雅漾邀約合作文，產品由雅漾贊助"
20972,2024-01-18 13:48:24,104,[],"搬到瑞典滿一個月了
J爸：「這真是個美好的冬天啊！」

我：「對啊，每天都-20、-30度呢！」

J爸：「如果我是你，我五天就會受不了逃走了！住在這個什麼都沒有的小鎮，還遇到瑞典最冷的冬天。」

其實冷天氣對我來說還好，反正室內有暖氣，我是宅女，待在家整天沒問題。

最近較大的打擊是J家的老貓過世了，今年五月就滿18歲的他，竟然沒有撐過來。

還記得一兩個月前看到一隻蜥蜴在我面前被碾斃，我就忍不住衝回家大哭，現在遇到我的初戀黑貓走了，除了連續哭了一個禮拜，也不知道該做什麼。

對於愛的人或動物離開，還在摸索要用什麼心態面對。"
1421,2024-01-17 13:21:11,3,[],"三步驟畫出韓團嘟嘟唇
1. 唇線筆
2. Aou lip balm
3. 疊擦唇膏在唇中

唇線筆的作用是描繪出更漂亮的唇形+遮蓋唇周暗沈
以前覺得沒必要，現在才發現唇膏要好看，唇線筆超加分

Aou lip balm是有色護唇膏
韓團化妝師的牌子
比我在韓國買的唇膏還要水潤有光澤
想要有女團嘟唇妝效的人一定要試試
用過就回不去了
保濕、嘟唇、顏色美
動態精選裡有全試色
今天收單💋

有什麼問題都可以問我哦🥰"
1309,2024-01-16 13:29:11,16,"['無色限唇彩', '時尚大師4色眼影盤', '潮流輕焙棕', '時髦酷茶妝']","3種酷茶妝造型你們喜歡哪個？
植村秀以烘焙茶葉過程中產生的化學變化為靈感
推出三種不同濃度的輕焙棕限量色
這次造型換了三色唇彩
眼影用同一盤！
真的必須歐漏一下植村秀新品時尚大師4色眼影盤 蜜糖茶棕
肉眼看是很普通的顏色
沒想到擦在眼皮上超好看🤩
四種顏色都是不同的質地
單用淺色打底會有清冷感
（而且這色還能當腮紅）
上了其他顏色會有很酷很時髦的妝感
完全不會老氣
新手也超適合
甚至用手指上就超好看
這盤眼影我給滿分💯

嘴上擦的3色都是日常好駕馭的顏色
無色限奶油緞光唇釉KC BR772
偏橘裸色調
擦上後自帶清冷感
自然又顯氣質的顏色

無色限輕霧保濕唇膏KM BG942
偏冷調的豆沙色
裸粉中帶有一絲冷棕
這色適合冷膚色的人擦
擦起來有種專業又知性的感覺

無色限奶油緞光唇釉KC BR737
這色就是MLBB唇
很像原本的唇色但更好看
擦起來嘴唇有種肉嘟嘟的感覺
而且唇釉質地很舒服不會乾

這三色都是日常百搭色
還有其他三色唇彩KC OR557、KM OR543、KM BR781
每款顏色都很有個性
清冷甜酷隨意選換
推薦大家去櫃上試試哪色適合自己🥰

1/31前 官網買任一新品享9折
彩妝買2送紅絲絨化妝包+無色限輕霧保濕唇膏 精巧版+無極限超時輕粉底5ml

@shuuemuratw
#無色限唇彩 #時尚大師4色眼影盤  #潮流輕焙棕 #時髦酷茶妝"
